,Profile Name,Duration,Title,Country,Type,Hour,Day,Month,Year,Device Category,tconst,titleType,primaryTitle,genres,averageRating,numVotes
71519,Priya,0.5405555555555556,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,17,7,9,2022,Smart TVs,,,,,,
71520,Priya,0.2927777777777778,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,17,7,9,2022,Smart TVs,,,,,,
71521,Priya,0.5516666666666666,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,17,7,9,2022,Streaming Devices,,,,,,
71522,Priya,0.5855555555555556,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,13,7,9,2022,Streaming Devices,,,,,,
71523,Priya,0.505,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,11,7,9,2022,Streaming Devices,,,,,,
71524,Priya,0.0911111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,12,3,9,2022,Streaming Devices,,,,,,
71525,Priya,0.2730555555555555,Schitt'S Creek,GB (United Kingdom),TV Show,11,3,9,2022,Streaming Devices,,,,,,
71592,Priya,0.7502777777777778,House Of Secrets,GB (United Kingdom),TV Show,21,2,9,2022,Streaming Devices,,,,,,
71593,Priya,0.6622222222222223,House Of Secrets,GB (United Kingdom),TV Show,21,2,9,2022,Streaming Devices,,,,,,
71594,Priya,0.7205555555555555,House Of Secrets,GB (United Kingdom),TV Show,20,2,9,2022,Streaming Devices,,,,,,
71598,Priya,0.1275,Too Hot To Handle,GB (United Kingdom),TV Show,21,31,8,2022,Smart TVs,,,,,,
71599,Priya,0.2713888888888889,Too Hot To Handle,GB (United Kingdom),TV Show,21,31,8,2022,Smart TVs,,,,,,
71600,Priya,0.26,Too Hot To Handle,GB (United Kingdom),TV Show,20,31,8,2022,Smart TVs,,,,,,
71601,Priya,0.3625,Too Hot To Handle,GB (United Kingdom),TV Show,20,31,8,2022,Smart TVs,,,,,,
71602,Priya,0.5355555555555556,Too Hot To Handle,GB (United Kingdom),TV Show,20,31,8,2022,Smart TVs,,,,,,
71603,Priya,0.5138888888888888,Too Hot To Handle,GB (United Kingdom),TV Show,21,30,8,2022,Smart TVs,,,,,,
71604,Priya,0.6680555555555555,Too Hot To Handle,GB (United Kingdom),TV Show,20,30,8,2022,Smart TVs,,,,,,
71605,Priya,0.5819444444444445,Too Hot To Handle,GB (United Kingdom),TV Show,20,30,8,2022,Smart TVs,,,,,,
71606,Priya,0.7366666666666667,Too Hot To Handle,GB (United Kingdom),TV Show,19,30,8,2022,Smart TVs,,,,,,
71607,Priya,0.4875,Fabulous Lives Of Bollywood Wives,GB (United Kingdom),TV Show,19,29,8,2022,Smart TVs,,,,,,
71610,Priya,0.0836111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,13,26,8,2022,Smart TVs,,,,,,
71611,Priya,0.3563888888888888,Schitt'S Creek,GB (United Kingdom),TV Show,12,26,8,2022,Smart TVs,,,,,,
71612,Priya,0.1758333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,12,26,8,2022,Smart TVs,,,,,,
71613,Priya,0.3402777777777778,Schitt'S Creek,GB (United Kingdom),TV Show,18,25,8,2022,Smart TVs,,,,,,
71614,Priya,0.2138888888888888,Schitt'S Creek,GB (United Kingdom),TV Show,18,25,8,2022,Smart TVs,,,,,,
71627,Priya,0.1444444444444444,Schitt'S Creek,GB (United Kingdom),TV Show,20,23,8,2022,Smart TVs,,,,,,
71628,Priya,0.3566666666666667,Schitt'S Creek,GB (United Kingdom),TV Show,20,23,8,2022,Smart TVs,,,,,,
71629,Priya,0.3013888888888889,Schitt'S Creek,GB (United Kingdom),TV Show,12,23,8,2022,Smart TVs,,,,,,
71630,Priya,0.1858333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,12,23,8,2022,Smart TVs,,,,,,
71631,Priya,0.1713888888888889,Schitt'S Creek,GB (United Kingdom),TV Show,12,22,8,2022,Smart TVs,,,,,,
71656,Priya,0.3472222222222222,Schitt'S Creek,GB (United Kingdom),TV Show,20,21,8,2022,Smart TVs,,,,,,
71657,Priya,0.2577777777777778,Schitt'S Creek,GB (United Kingdom),TV Show,20,21,8,2022,Smart TVs,,,,,,
71658,Priya,0.1011111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,16,21,8,2022,Smart TVs,,,,,,
71659,Priya,0.3541666666666667,Schitt'S Creek,GB (United Kingdom),TV Show,16,21,8,2022,Smart TVs,,,,,,
71660,Priya,0.1802777777777778,Schitt'S Creek,GB (United Kingdom),TV Show,16,21,8,2022,Smart TVs,,,,,,
71661,Priya,0.3575,Schitt'S Creek,GB (United Kingdom),TV Show,15,21,8,2022,Smart TVs,,,,,,
71662,Priya,0.2572222222222222,Schitt'S Creek,GB (United Kingdom),TV Show,15,21,8,2022,Smart TVs,,,,,,
71663,Priya,0.1013888888888888,Schitt'S Creek,GB (United Kingdom),TV Show,1,21,8,2022,Smart TVs,,,,,,
71664,Priya,0.3558333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,0,21,8,2022,Smart TVs,,,,,,
71665,Priya,0.3558333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,21,19,8,2022,Smart TVs,,,,,,
71666,Priya,0.3561111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,21,19,8,2022,Smart TVs,,,,,,
71667,Priya,0.3561111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,21,19,8,2022,Smart TVs,,,,,,
71668,Priya,0.3561111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,20,19,8,2022,Smart TVs,,,,,,
71669,Priya,0.3561111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,20,19,8,2022,Smart TVs,,,,,,
71670,Priya,0.3561111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,19,19,8,2022,Smart TVs,,,,,,
71671,Priya,0.28,Schitt'S Creek,GB (United Kingdom),TV Show,19,19,8,2022,Smart TVs,,,,,,
71672,Priya,0.3563888888888888,Schitt'S Creek,GB (United Kingdom),TV Show,19,19,8,2022,Smart TVs,,,,,,
71673,Priya,0.3541666666666667,Schitt'S Creek,GB (United Kingdom),TV Show,18,19,8,2022,Smart TVs,,,,,,
72067,Priya,0.2936111111111111,In The Mood For Love,TH (Thailand),Movie,15,5,6,2022,Web Browsers,,,,,,
72068,Priya,1.0091666666666668,In The Mood For Love,TH (Thailand),Movie,18,3,6,2022,Web Browsers,,,,,,
72340,Priya,0.1008333333333333,The Woman In The House Across The Street From The Girl In The Window,GB (United Kingdom),TV Show,22,15,2,2022,Apple Mobile Devices,,,,,,
72341,Priya,0.3402777777777778,The Woman In The House Across The Street From The Girl In The Window,GB (United Kingdom),TV Show,21,15,2,2022,Apple Mobile Devices,,,,,,
72342,Priya,0.4416666666666666,The Woman In The House Across The Street From The Girl In The Window,GB (United Kingdom),TV Show,21,15,2,2022,Apple Mobile Devices,,,,,,
72588,Priya,0.1444444444444444,Attack On Titan,TH (Thailand),TV Show,8,15,1,2022,Apple Mobile Devices,,,,,,
72589,Priya,0.53,Emily In Paris,TH (Thailand),TV Show,4,15,1,2022,Apple Mobile Devices,,,,,,
72590,Priya,0.2638888888888889,Emily In Paris,TH (Thailand),TV Show,18,14,1,2022,Apple Mobile Devices,,,,,,
72591,Priya,0.3197222222222222,Emily In Paris,TH (Thailand),TV Show,17,14,1,2022,Apple Mobile Devices,,,,,,
72592,Priya,0.3636111111111111,Emily In Paris,TH (Thailand),TV Show,17,14,1,2022,Apple Mobile Devices,,,,,,
72593,Priya,0.0841666666666666,Emily In Paris,TH (Thailand),TV Show,17,14,1,2022,Apple Mobile Devices,,,,,,
72594,Priya,0.3252777777777778,Emily In Paris,TH (Thailand),TV Show,17,14,1,2022,Apple Mobile Devices,,,,,,
72595,Priya,0.4944444444444444,Emily In Paris,TH (Thailand),TV Show,16,14,1,2022,Apple Mobile Devices,,,,,,
72596,Priya,0.4088888888888889,Emily In Paris,TH (Thailand),TV Show,13,13,1,2022,Apple Mobile Devices,,,,,,
72597,Priya,0.0972222222222222,Emily In Paris,TH (Thailand),TV Show,8,13,1,2022,Apple Mobile Devices,,,,,,
72598,Priya,0.3572222222222222,Emily In Paris,TH (Thailand),TV Show,4,13,1,2022,Apple Mobile Devices,,,,,,
72599,Priya,0.1236111111111111,Emily In Paris,TH (Thailand),TV Show,3,13,1,2022,Apple Mobile Devices,,,,,,
72600,Priya,0.3202777777777778,Emily In Paris,TH (Thailand),TV Show,13,12,1,2022,Web Browsers,,,,,,
72601,Priya,0.2463888888888888,Don'T Look Up,TH (Thailand),Movie,16,11,1,2022,Web Browsers,,,,,,
72602,Priya,0.7716666666666666,Don'T Look Up,TH (Thailand),Movie,15,11,1,2022,Web Browsers,,,,,,
72603,Priya,0.8766666666666667,Don'T Look Up,TH (Thailand),Movie,13,11,1,2022,Apple Mobile Devices,,,,,,
72604,Priya,0.4344444444444444,Bojack Horseman,TH (Thailand),TV Show,5,11,1,2022,Apple Mobile Devices,,,,,,
72605,Priya,0.4122222222222222,Bojack Horseman,TH (Thailand),TV Show,4,11,1,2022,Apple Mobile Devices,,,,,,
72606,Priya,0.3758333333333333,Bojack Horseman,TH (Thailand),TV Show,15,10,1,2022,Apple Mobile Devices,,,,,,
72607,Priya,0.4022222222222222,Bojack Horseman,TH (Thailand),TV Show,15,10,1,2022,Apple Mobile Devices,,,,,,
72608,Priya,0.4216666666666667,Bojack Horseman,TH (Thailand),TV Show,14,10,1,2022,Apple Mobile Devices,,,,,,
72609,Priya,0.3997222222222222,Bojack Horseman,TH (Thailand),TV Show,14,10,1,2022,Apple Mobile Devices,,,,,,
72610,Priya,0.4183333333333333,Bojack Horseman,TH (Thailand),TV Show,13,10,1,2022,Apple Mobile Devices,,,,,,
72611,Priya,0.2005555555555555,Bojack Horseman,TH (Thailand),TV Show,13,10,1,2022,Apple Mobile Devices,,,,,,
72612,Priya,0.1522222222222222,Bojack Horseman,TH (Thailand),TV Show,12,10,1,2022,Apple Mobile Devices,,,,,,
72613,Priya,0.1758333333333333,Bojack Horseman,TH (Thailand),TV Show,11,10,1,2022,Apple Mobile Devices,,,,,,
72614,Priya,0.1802777777777778,Bojack Horseman,TH (Thailand),TV Show,8,9,1,2022,Apple Mobile Devices,,,,,,
72615,Priya,0.1938888888888889,Bojack Horseman,TH (Thailand),TV Show,7,8,1,2022,Apple Mobile Devices,,,,,,
72616,Priya,0.1583333333333333,Bojack Horseman,TH (Thailand),TV Show,3,8,1,2022,Apple Mobile Devices,,,,,,
72617,Priya,0.0852777777777777,Bojack Horseman,TH (Thailand),TV Show,3,8,1,2022,Apple Mobile Devices,,,,,,
72618,Priya,0.3602777777777777,Bojack Horseman,TH (Thailand),TV Show,3,7,1,2022,Apple Mobile Devices,,,,,,
72619,Priya,0.4136111111111111,Bojack Horseman,TH (Thailand),TV Show,16,6,1,2022,Web Browsers,,,,,,
72620,Priya,0.4344444444444444,Bojack Horseman,TH (Thailand),TV Show,16,6,1,2022,Web Browsers,,,,,,
72621,Priya,0.1558333333333333,Bojack Horseman,TH (Thailand),TV Show,10,6,1,2022,Apple Mobile Devices,,,,,,
72622,Priya,0.2711111111111111,Bojack Horseman,TH (Thailand),TV Show,10,6,1,2022,Apple Mobile Devices,,,,,,
72623,Priya,0.4152777777777778,Bojack Horseman,TH (Thailand),TV Show,8,6,1,2022,Apple Mobile Devices,,,,,,
72624,Priya,0.4125,Bojack Horseman,TH (Thailand),TV Show,7,5,1,2022,Apple Mobile Devices,,,,,,
72625,Priya,0.0880555555555555,Bojack Horseman,TH (Thailand),TV Show,7,5,1,2022,Apple Mobile Devices,,,,,,
72626,Priya,0.2572222222222222,Bojack Horseman,TH (Thailand),TV Show,3,5,1,2022,Apple Mobile Devices,,,,,,
72627,Priya,0.2902777777777778,Bojack Horseman,TH (Thailand),TV Show,13,4,1,2022,Apple Mobile Devices,,,,,,
72628,Priya,0.1625,Bojack Horseman,TH (Thailand),TV Show,10,4,1,2022,Apple Mobile Devices,,,,,,
72629,Priya,0.2236111111111111,Bojack Horseman,TH (Thailand),TV Show,7,4,1,2022,Apple Mobile Devices,,,,,,
72630,Priya,0.1908333333333333,Bojack Horseman,TH (Thailand),TV Show,3,4,1,2022,Apple Mobile Devices,,,,,,
72631,Priya,0.1277777777777777,Bojack Horseman,TH (Thailand),TV Show,14,3,1,2022,Apple Mobile Devices,,,,,,
72632,Priya,0.2455555555555555,Bojack Horseman,TH (Thailand),TV Show,8,3,1,2022,Apple Mobile Devices,,,,,,
72633,Priya,0.4108333333333333,Bojack Horseman,TH (Thailand),TV Show,7,2,1,2022,Apple Mobile Devices,,,,,,
72634,Priya,0.4166666666666667,Bojack Horseman,TH (Thailand),TV Show,8,31,12,2021,Apple Mobile Devices,,,,,,
72635,Priya,0.3125,Bojack Horseman,TH (Thailand),TV Show,7,31,12,2021,Apple Mobile Devices,,,,,,
72636,Priya,0.1333333333333333,Bojack Horseman,TH (Thailand),TV Show,3,31,12,2021,Apple Mobile Devices,,,,,,
72637,Priya,0.2738888888888889,Bojack Horseman,TH (Thailand),TV Show,3,31,12,2021,Apple Mobile Devices,,,,,,
72638,Priya,0.155,Bojack Horseman,TH (Thailand),TV Show,17,30,12,2021,Apple Mobile Devices,,,,,,
72639,Priya,0.1325,Bojack Horseman,TH (Thailand),TV Show,17,30,12,2021,Apple Mobile Devices,,,,,,
72640,Priya,0.1802777777777778,Bojack Horseman,TH (Thailand),TV Show,13,30,12,2021,Apple Mobile Devices,,,,,,
72641,Priya,0.2338888888888889,Bojack Horseman,TH (Thailand),TV Show,6,30,12,2021,Apple Mobile Devices,,,,,,
72642,Priya,0.1727777777777777,Bojack Horseman,TH (Thailand),TV Show,12,29,12,2021,Apple Mobile Devices,,,,,,
72643,Priya,0.3025,Bojack Horseman,TH (Thailand),TV Show,7,29,12,2021,Apple Mobile Devices,,,,,,
72644,Priya,0.4244444444444444,Bojack Horseman,TH (Thailand),TV Show,7,27,12,2021,Apple Mobile Devices,,,,,,
72645,Priya,0.4155555555555555,Bojack Horseman,TH (Thailand),TV Show,15,25,12,2021,Apple Mobile Devices,,,,,,
72646,Priya,0.1763888888888889,Bojack Horseman,TH (Thailand),TV Show,15,25,12,2021,Apple Mobile Devices,,,,,,
72647,Priya,0.0852777777777777,Bojack Horseman,TH (Thailand),TV Show,13,22,12,2021,Apple Mobile Devices,,,,,,
72648,Priya,0.1705555555555555,Bojack Horseman,TH (Thailand),TV Show,7,22,12,2021,Apple Mobile Devices,,,,,,
72649,Priya,0.1622222222222222,Bojack Horseman,TH (Thailand),TV Show,7,22,12,2021,Apple Mobile Devices,,,,,,
72650,Priya,0.2383333333333333,Bojack Horseman,TH (Thailand),TV Show,3,22,12,2021,Apple Mobile Devices,,,,,,
72651,Priya,0.1947222222222222,Bojack Horseman,TH (Thailand),TV Show,16,19,12,2021,Apple Mobile Devices,,,,,,
72652,Priya,0.1575,Bojack Horseman,TH (Thailand),TV Show,15,19,12,2021,Apple Mobile Devices,,,,,,
72653,Priya,0.2747222222222222,Bojack Horseman,TH (Thailand),TV Show,7,19,12,2021,Apple Mobile Devices,,,,,,
72654,Priya,0.1319444444444444,Bojack Horseman,TH (Thailand),TV Show,16,18,12,2021,Apple Mobile Devices,,,,,,
72655,Priya,0.1030555555555555,Bojack Horseman,TH (Thailand),TV Show,16,18,12,2021,Apple Mobile Devices,,,,,,
72656,Priya,0.1841666666666666,Bojack Horseman,TH (Thailand),TV Show,14,18,12,2021,Apple Mobile Devices,,,,,,
72657,Priya,0.1913888888888889,Bojack Horseman,TH (Thailand),TV Show,13,18,12,2021,Apple Mobile Devices,,,,,,
72658,Priya,0.3336111111111111,Bojack Horseman,TH (Thailand),TV Show,7,18,12,2021,Apple Mobile Devices,,,,,,
72659,Priya,0.3011111111111111,Bojack Horseman,TH (Thailand),TV Show,3,18,12,2021,Apple Mobile Devices,,,,,,
72660,Priya,0.1127777777777777,Bojack Horseman,TH (Thailand),TV Show,16,17,12,2021,Apple Mobile Devices,,,,,,
72661,Priya,0.2633333333333333,Bojack Horseman,TH (Thailand),TV Show,16,17,12,2021,Apple Mobile Devices,,,,,,
72662,Priya,0.1388888888888889,Bojack Horseman,TH (Thailand),TV Show,13,17,12,2021,Apple Mobile Devices,,,,,,
72663,Priya,0.1530555555555555,Bojack Horseman,TH (Thailand),TV Show,13,17,12,2021,Apple Mobile Devices,,,,,,
72664,Priya,0.0927777777777777,Bojack Horseman,TH (Thailand),TV Show,9,17,12,2021,Apple Mobile Devices,,,,,,
72665,Priya,0.4294444444444444,Bojack Horseman,TH (Thailand),TV Show,8,17,12,2021,Apple Mobile Devices,,,,,,
72666,Priya,0.2194444444444444,Bojack Horseman,TH (Thailand),TV Show,8,17,12,2021,Apple Mobile Devices,,,,,,
72667,Priya,0.1416666666666666,Bojack Horseman,TH (Thailand),TV Show,13,15,12,2021,Apple Mobile Devices,,,,,,
72668,Priya,0.1997222222222222,Bojack Horseman,TH (Thailand),TV Show,12,12,12,2021,Apple Mobile Devices,,,,,,
72669,Priya,0.3233333333333333,Bojack Horseman,TH (Thailand),TV Show,7,11,12,2021,Set Top Boxes,,,,,,
72670,Priya,0.2855555555555555,Bojack Horseman,TH (Thailand),TV Show,6,11,12,2021,Set Top Boxes,,,,,,
72678,Priya,0.1786111111111111,The Office (U.S.),GB (United Kingdom),TV Show,22,29,11,2021,Apple Mobile Devices,,,,,,
72697,Priya,0.2827777777777778,Bojack Horseman,GB (United Kingdom),TV Show,23,19,11,2021,Apple Mobile Devices,,,,,,
72698,Priya,0.4055555555555555,Bojack Horseman,GB (United Kingdom),TV Show,22,18,11,2021,Web Browsers,,,,,,
72700,Priya,0.3022222222222222,Schitt'S Creek,GB (United Kingdom),TV Show,23,28,10,2021,Apple Mobile Devices,,,,,,
72701,Priya,0.2677777777777778,Schitt'S Creek,GB (United Kingdom),TV Show,23,28,10,2021,Apple Mobile Devices,,,,,,
72702,Priya,0.1633333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,23,28,10,2021,Apple Mobile Devices,,,,,,
72703,Priya,0.1088888888888888,Schitt'S Creek,GB (United Kingdom),TV Show,23,28,10,2021,Apple Mobile Devices,,,,,,
72704,Priya,0.1586111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,21,21,10,2021,Apple Mobile Devices,,,,,,
72705,Priya,0.3569444444444444,Schitt'S Creek,GB (United Kingdom),TV Show,21,21,10,2021,Apple Mobile Devices,,,,,,
72706,Priya,0.2161111111111111,Schitt'S Creek,GB (United Kingdom),TV Show,21,21,10,2021,Apple Mobile Devices,,,,,,
73030,Priya,0.1172222222222222,Attack On Titan,TH (Thailand),TV Show,12,18,5,2021,Apple Mobile Devices,,,,,,
73031,Priya,0.3744444444444444,Attack On Titan,TH (Thailand),TV Show,13,17,5,2021,Smart TVs,,,,,,
73032,Priya,0.1444444444444444,Attack On Titan,TH (Thailand),TV Show,10,17,5,2021,Apple Mobile Devices,,,,,,
73033,Priya,0.2377777777777777,Attack On Titan,TH (Thailand),TV Show,5,16,5,2021,Apple Mobile Devices,,,,,,
73034,Priya,0.1166666666666666,Attack On Titan,TH (Thailand),TV Show,9,15,5,2021,Apple Mobile Devices,,,,,,
73035,Priya,0.3461111111111111,Attack On Titan,TH (Thailand),TV Show,9,15,5,2021,Apple Mobile Devices,,,,,,
73036,Priya,0.2397222222222222,Attack On Titan,TH (Thailand),TV Show,8,15,5,2021,Apple Mobile Devices,,,,,,
73037,Priya,0.1180555555555555,Attack On Titan,TH (Thailand),TV Show,3,15,5,2021,Smart TVs,,,,,,
73038,Priya,0.1891666666666666,Attack On Titan,TH (Thailand),TV Show,3,15,5,2021,Smart TVs,,,,,,
73039,Priya,0.1361111111111111,Attack On Titan,TH (Thailand),TV Show,13,14,5,2021,Smart TVs,,,,,,
73040,Priya,0.1375,Attack On Titan,TH (Thailand),TV Show,13,14,5,2021,Smart TVs,,,,,,
73041,Priya,0.1358333333333333,Attack On Titan,TH (Thailand),TV Show,10,14,5,2021,Web Browsers,,,,,,
73042,Priya,0.2213888888888888,Attack On Titan,TH (Thailand),TV Show,12,12,5,2021,Web Browsers,,,,,,
73043,Priya,0.0972222222222222,Attack On Titan,TH (Thailand),TV Show,13,11,5,2021,Apple Mobile Devices,,,,,,
73044,Priya,0.22,Attack On Titan,TH (Thailand),TV Show,13,8,5,2021,Apple Mobile Devices,,,,,,
73045,Priya,0.205,Attack On Titan,TH (Thailand),TV Show,9,8,5,2021,Apple Mobile Devices,,,,,,
73046,Priya,0.2119444444444444,Attack On Titan,TH (Thailand),TV Show,9,8,5,2021,Apple Mobile Devices,,,,,,
73047,Priya,0.2216666666666666,Attack On Titan,TH (Thailand),TV Show,6,8,5,2021,Smart TVs,,,,,,
73048,Priya,0.2713888888888889,Attack On Titan,TH (Thailand),TV Show,6,8,5,2021,Smart TVs,,,,,,
73049,Priya,0.2566666666666666,Attack On Titan,TH (Thailand),TV Show,5,8,5,2021,Smart TVs,,,,,,
73050,Priya,0.3294444444444444,Attack On Titan,TH (Thailand),TV Show,14,7,5,2021,Web Browsers,,,,,,
73051,Priya,0.34,Attack On Titan,TH (Thailand),TV Show,14,7,5,2021,Web Browsers,,,,,,
73052,Priya,0.3302777777777778,Attack On Titan,TH (Thailand),TV Show,13,7,5,2021,Web Browsers,,,,,,
73053,Priya,0.3622222222222222,Attack On Titan,TH (Thailand),TV Show,13,7,5,2021,Web Browsers,,,,,,
73054,Priya,0.1916666666666666,Attack On Titan,TH (Thailand),TV Show,13,7,5,2021,Web Browsers,,,,,,
73055,Priya,0.1116666666666666,Attack On Titan,TH (Thailand),TV Show,14,6,5,2021,Web Browsers,,,,,,
73056,Priya,0.1947222222222222,Attack On Titan,TH (Thailand),TV Show,9,6,5,2021,Web Browsers,,,,,,
73057,Priya,0.1297222222222222,Attack On Titan,TH (Thailand),TV Show,13,5,5,2021,Web Browsers,,,,,,
73058,Priya,0.2105555555555555,Attack On Titan,TH (Thailand),TV Show,12,5,5,2021,Web Browsers,,,,,,
73059,Priya,0.205,Attack On Titan,TH (Thailand),TV Show,14,4,5,2021,Web Browsers,,,,,,
73060,Priya,0.1336111111111111,Attack On Titan,TH (Thailand),TV Show,13,4,5,2021,Web Browsers,,,,,,
73061,Priya,0.155,Attack On Titan,TH (Thailand),TV Show,13,4,5,2021,Web Browsers,,,,,,
73062,Priya,0.0836111111111111,Attack On Titan,TH (Thailand),TV Show,13,4,5,2021,Web Browsers,,,,,,
73063,Priya,0.2133333333333333,Attack On Titan,TH (Thailand),TV Show,13,3,5,2021,Apple Mobile Devices,,,,,,
73064,Priya,0.1955555555555555,Attack On Titan,TH (Thailand),TV Show,13,3,5,2021,Apple Mobile Devices,,,,,,
73065,Priya,0.1041666666666666,Attack On Titan,TH (Thailand),TV Show,8,3,5,2021,Web Browsers,,,,,,
73066,Priya,0.3280555555555555,Attack On Titan,TH (Thailand),TV Show,8,3,5,2021,Web Browsers,,,,,,
73067,Priya,0.1447222222222222,Attack On Titan,TH (Thailand),TV Show,3,3,5,2021,Web Browsers,,,,,,
73068,Priya,0.115,Attack On Titan,TH (Thailand),TV Show,3,3,5,2021,Web Browsers,,,,,,
73069,Priya,0.2344444444444444,Attack On Titan,TH (Thailand),TV Show,13,2,5,2021,Web Browsers,,,,,,
73133,Priya,0.3833333333333333,Schitt'S Creek,GB (United Kingdom),TV Show,12,28,3,2021,Web Browsers,,,,,,
73137,Priya,0.4130555555555555,Schitt'S Creek,GB (United Kingdom),TV Show,18,24,3,2021,Web Browsers,,,,,,
73145,Priya,0.2666666666666666,Chef'S Table,IN (India),TV Show,11,21,3,2021,Apple Mobile Devices,,,,,,
73248,Priya,1.3141666666666667,The Story Of Diana,CA (Canada),TV Show,15,11,3,2021,Apple Mobile Devices,,,,,,
73249,Priya,1.4180555555555556,The Story Of Diana,CA (Canada),TV Show,13,11,3,2021,Apple Mobile Devices,,,,,,
73290,Priya,0.3011111111111111,Schitt'S Creek,CA (Canada),TV Show,15,4,3,2021,Apple Mobile Devices,,,,,,
73291,Priya,0.1441666666666666,Schitt'S Creek,CA (Canada),TV Show,13,3,3,2021,Apple Mobile Devices,,,,,,
73292,Priya,0.1680555555555555,Schitt'S Creek,CA (Canada),TV Show,4,3,3,2021,Apple Mobile Devices,,,,,,
73293,Priya,0.1244444444444444,Schitt'S Creek,CA (Canada),TV Show,17,2,3,2021,Apple Mobile Devices,,,,,,
73294,Priya,0.2033333333333333,Schitt'S Creek,CA (Canada),TV Show,8,2,3,2021,Apple Mobile Devices,,,,,,
73295,Priya,0.2005555555555555,Schitt'S Creek,CA (Canada),TV Show,8,1,3,2021,Apple Mobile Devices,,,,,,
73296,Priya,0.1452777777777777,Schitt'S Creek,CA (Canada),TV Show,7,1,3,2021,Apple Mobile Devices,,,,,,
73297,Priya,0.2113888888888888,Schitt'S Creek,CA (Canada),TV Show,14,28,2,2021,Apple Mobile Devices,,,,,,
